Id,Activity_Date,Activity_hour,StepTotal
1927972279,07/05/2016,09:00:00 p. m.,0
1927972279,07/05/2016,10:00:00 p. m.,0
1927972279,07/05/2016,11:00:00 p. m.,0
1927972279,08/05/2016,12:00:00 a. m.,0
1927972279,08/05/2016,01:00:00 a. m.,0
1927972279,08/05/2016,02:00:00 a. m.,0
1927972279,08/05/2016,03:00:00 a. m.,0
1927972279,08/05/2016,04:00:00 a. m.,0
1927972279,08/05/2016,05:00:00 a. m.,0
1927972279,08/05/2016,06:00:00 a. m.,0
1927972279,08/05/2016,07:00:00 a. m.,0
1927972279,08/05/2016,08:00:00 a. m.,0
1927972279,08/05/2016,09:00:00 a. m.,0
1927972279,08/05/2016,10:00:00 a. m.,0
1927972279,08/05/2016,11:00:00 a. m.,0
1927972279,08/05/2016,12:00:00 p. m.,0
1927972279,08/05/2016,01:00:00 p. m.,0
1927972279,08/05/2016,02:00:00 p. m.,0
1927972279,08/05/2016,03:00:00 p. m.,0
1927972279,08/05/2016,04:00:00 p. m.,0
1927972279,08/05/2016,05:00:00 p. m.,0
1927972279,08/05/2016,06:00:00 p. m.,0
1927972279,08/05/2016,07:00:00 p. m.,0
1927972279,08/05/2016,08:00:00 p. m.,0
1927972279,08/05/2016,09:00:00 p. m.,0
1927972279,08/05/2016,10:00:00 p. m.,0
1927972279,08/05/2016,11:00:00 p. m.,0
1927972279,09/05/2016,12:00:00 a. m.,0
1927972279,09/05/2016,01:00:00 a. m.,0
1927972279,09/05/2016,02:00:00 a. m.,0
1927972279,09/05/2016,03:00:00 a. m.,0
1927972279,09/05/2016,04:00:00 a. m.,0
1927972279,09/05/2016,05:00:00 a. m.,0
1927972279,09/05/2016,06:00:00 a. m.,0
1927972279,09/05/2016,07:00:00 a. m.,0
1927972279,09/05/2016,08:00:00 a. m.,0
1927972279,09/05/2016,09:00:00 a. m.,0
1927972279,09/05/2016,10:00:00 a. m.,0
1927972279,09/05/2016,11:00:00 a. m.,0
1927972279,09/05/2016,12:00:00 p. m.,0
1927972279,09/05/2016,01:00:00 p. m.,0
1927972279,09/05/2016,02:00:00 p. m.,0
1927972279,09/05/2016,03:00:00 p. m.,0
1927972279,09/05/2016,04:00:00 p. m.,0
1927972279,09/05/2016,05:00:00 p. m.,0
1927972279,09/05/2016,06:00:00 p. m.,0
1927972279,09/05/2016,07:00:00 p. m.,0
1927972279,09/05/2016,08:00:00 p. m.,0
1927972279,09/05/2016,09:00:00 p. m.,0
1927972279,09/05/2016,10:00:00 p. m.,0
1927972279,09/05/2016,11:00:00 p. m.,0
1927972279,10/05/2016,12:00:00 a. m.,0
1927972279,10/05/2016,01:00:00 a. m.,0
1927972279,10/05/2016,02:00:00 a. m.,0
1927972279,10/05/2016,03:00:00 a. m.,0
1927972279,10/05/2016,04:00:00 a. m.,0
1927972279,10/05/2016,05:00:00 a. m.,0
1927972279,10/05/2016,06:00:00 a. m.,0
1927972279,10/05/2016,07:00:00 a. m.,0
1927972279,10/05/2016,08:00:00 a. m.,0
1927972279,10/05/2016,09:00:00 a. m.,0
1927972279,10/05/2016,10:00:00 a. m.,0
1927972279,10/05/2016,11:00:00 a. m.,0
1927972279,10/05/2016,12:00:00 p. m.,0
1927972279,10/05/2016,01:00:00 p. m.,0
1927972279,10/05/2016,02:00:00 p. m.,0
1927972279,10/05/2016,03:00:00 p. m.,0
1927972279,10/05/2016,04:00:00 p. m.,0
1927972279,10/05/2016,05:00:00 p. m.,0
1927972279,10/05/2016,06:00:00 p. m.,0
1927972279,10/05/2016,07:00:00 p. m.,0
1927972279,10/05/2016,08:00:00 p. m.,0
1927972279,10/05/2016,09:00:00 p. m.,0
1927972279,10/05/2016,10:00:00 p. m.,0
1927972279,10/05/2016,11:00:00 p. m.,0
1927972279,11/05/2016,12:00:00 a. m.,0
1927972279,11/05/2016,01:00:00 a. m.,0
1927972279,11/05/2016,02:00:00 a. m.,0
1927972279,11/05/2016,03:00:00 a. m.,0
1927972279,11/05/2016,04:00:00 a. m.,0
1927972279,11/05/2016,05:00:00 a. m.,0
1927972279,11/05/2016,06:00:00 a. m.,0
1927972279,11/05/2016,07:00:00 a. m.,0
1927972279,11/05/2016,08:00:00 a. m.,0
1927972279,11/05/2016,09:00:00 a. m.,0
1927972279,11/05/2016,10:00:00 a. m.,0
1927972279,11/05/2016,11:00:00 a. m.,0
1927972279,11/05/2016,12:00:00 p. m.,0
1927972279,11/05/2016,01:00:00 p. m.,0
1927972279,11/05/2016,02:00:00 p. m.,0
1927972279,11/05/2016,03:00:00 p. m.,0
1927972279,11/05/2016,04:00:00 p. m.,0
1927972279,11/05/2016,05:00:00 p. m.,0
1927972279,11/05/2016,06:00:00 p. m.,0
1927972279,11/05/2016,07:00:00 p. m.,0
1927972279,11/05/2016,08:00:00 p. m.,0
1927972279,11/05/2016,09:00:00 p. m.,0
1927972279,11/05/2016,10:00:00 p. m.,0
1927972279,11/05/2016,11:00:00 p. m.,0
1927972279,12/05/2016,12:00:00 a. m.,0
1927972279,12/05/2016,01:00:00 a. m.,0
1927972279,12/05/2016,02:00:00 a. m.,0
1927972279,12/05/2016,03:00:00 a. m.,0
1927972279,12/05/2016,04:00:00 a. m.,0
1927972279,12/05/2016,05:00:00 a. m.,0
1927972279,12/05/2016,06:00:00 a. m.,0
1927972279,12/05/2016,07:00:00 a. m.,0
1927972279,12/05/2016,08:00:00 a. m.,0
1927972279,12/05/2016,09:00:00 a. m.,0
1927972279,12/05/2016,10:00:00 a. m.,0
1927972279,12/05/2016,11:00:00 a. m.,0
1927972279,12/05/2016,12:00:00 p. m.,0
1927972279,12/05/2016,01:00:00 p. m.,0
1927972279,12/05/2016,02:00:00 p. m.,0
1927972279,12/05/2016,03:00:00 p. m.,0
2022484408,12/04/2016,12:00:00 a. m.,0
2022484408,12/04/2016,01:00:00 a. m.,0
2022484408,12/04/2016,02:00:00 a. m.,0
2022484408,12/04/2016,03:00:00 a. m.,0
2022484408,12/04/2016,04:00:00 a. m.,0
2022484408,12/04/2016,05:00:00 a. m.,0
2022484408,12/04/2016,06:00:00 a. m.,0
2022484408,12/04/2016,07:00:00 a. m.,847
2022484408,12/04/2016,08:00:00 a. m.,334
2022484408,12/04/2016,09:00:00 a. m.,243
2022484408,12/04/2016,10:00:00 a. m.,5243
2022484408,12/04/2016,11:00:00 a. m.,323
2022484408,12/04/2016,12:00:00 p. m.,184
2022484408,12/04/2016,01:00:00 p. m.,658
2022484408,12/04/2016,02:00:00 p. m.,2168
2022484408,12/04/2016,03:00:00 p. m.,327
2022484408,12/04/2016,04:00:00 p. m.,539
2022484408,12/04/2016,05:00:00 p. m.,509
2022484408,12/04/2016,06:00:00 p. m.,304
2022484408,12/04/2016,07:00:00 p. m.,196
2022484408,12/04/2016,08:00:00 p. m.,0
2022484408,12/04/2016,09:00:00 p. m.,0
2022484408,12/04/2016,10:00:00 p. m.,0
2022484408,12/04/2016,11:00:00 p. m.,0
2022484408,13/04/2016,12:00:00 a. m.,0
2022484408,13/04/2016,01:00:00 a. m.,0
2022484408,13/04/2016,02:00:00 a. m.,0
2022484408,13/04/2016,03:00:00 a. m.,0
2022484408,13/04/2016,04:00:00 a. m.,0
2022484408,13/04/2016,05:00:00 a. m.,0
2022484408,13/04/2016,06:00:00 a. m.,0
2022484408,13/04/2016,07:00:00 a. m.,619
2022484408,13/04/2016,08:00:00 a. m.,609
2022484408,13/04/2016,09:00:00 a. m.,4453
2022484408,13/04/2016,10:00:00 a. m.,198
2022484408,13/04/2016,11:00:00 a. m.,399
2022484408,13/04/2016,12:00:00 p. m.,687
2022484408,13/04/2016,01:00:00 p. m.,247
2022484408,13/04/2016,02:00:00 p. m.,1803
2022484408,13/04/2016,03:00:00 p. m.,635
2022484408,13/04/2016,04:00:00 p. m.,589
2022484408,13/04/2016,05:00:00 p. m.,643
2022484408,13/04/2016,06:00:00 p. m.,556
2022484408,13/04/2016,07:00:00 p. m.,581
2022484408,13/04/2016,08:00:00 p. m.,5
2022484408,13/04/2016,09:00:00 p. m.,0
2022484408,13/04/2016,10:00:00 p. m.,0
2022484408,13/04/2016,11:00:00 p. m.,0
2022484408,14/04/2016,12:00:00 a. m.,0
2022484408,14/04/2016,01:00:00 a. m.,0
2022484408,14/04/2016,02:00:00 a. m.,0
2022484408,14/04/2016,03:00:00 a. m.,0
2022484408,14/04/2016,04:00:00 a. m.,0
2022484408,14/04/2016,05:00:00 a. m.,0
2022484408,14/04/2016,06:00:00 a. m.,0
2022484408,14/04/2016,07:00:00 a. m.,235
2022484408,14/04/2016,08:00:00 a. m.,283
2022484408,14/04/2016,09:00:00 a. m.,328
2022484408,14/04/2016,10:00:00 a. m.,393
2022484408,14/04/2016,11:00:00 a. m.,175
2022484408,14/04/2016,12:00:00 p. m.,71
2022484408,14/04/2016,01:00:00 p. m.,236
2022484408,14/04/2016,02:00:00 p. m.,1913
2022484408,14/04/2016,03:00:00 p. m.,399
2022484408,14/04/2016,04:00:00 p. m.,767
2022484408,14/04/2016,05:00:00 p. m.,893
2022484408,14/04/2016,06:00:00 p. m.,3833
2022484408,14/04/2016,07:00:00 p. m.,852
2022484408,14/04/2016,08:00:00 p. m.,312
2022484408,14/04/2016,09:00:00 p. m.,0
2022484408,14/04/2016,10:00:00 p. m.,0
2022484408,14/04/2016,11:00:00 p. m.,0
2022484408,15/04/2016,12:00:00 a. m.,0
2022484408,15/04/2016,01:00:00 a. m.,0
2022484408,15/04/2016,02:00:00 a. m.,0
2022484408,15/04/2016,03:00:00 a. m.,0
2022484408,15/04/2016,04:00:00 a. m.,0
2022484408,15/04/2016,05:00:00 a. m.,0
2022484408,15/04/2016,06:00:00 a. m.,0
2022484408,15/04/2016,07:00:00 a. m.,531
2022484408,15/04/2016,08:00:00 a. m.,728
2022484408,15/04/2016,09:00:00 a. m.,3853
2022484408,15/04/2016,10:00:00 a. m.,643
2022484408,15/04/2016,11:00:00 a. m.,486
2022484408,15/04/2016,12:00:00 p. m.,103
2022484408,15/04/2016,01:00:00 p. m.,1171
2022484408,15/04/2016,02:00:00 p. m.,791
2022484408,15/04/2016,03:00:00 p. m.,481
2022484408,15/04/2016,04:00:00 p. m.,1233
2022484408,15/04/2016,05:00:00 p. m.,582
2022484408,15/04/2016,06:00:00 p. m.,227
2022484408,15/04/2016,07:00:00 p. m.,205
2022484408,15/04/2016,08:00:00 p. m.,0
2022484408,15/04/2016,09:00:00 p. m.,0
2022484408,15/04/2016,10:00:00 p. m.,0
2022484408,15/04/2016,11:00:00 p. m.,0
2022484408,16/04/2016,12:00:00 a. m.,0
2022484408,16/04/2016,01:00:00 a. m.,0
2022484408,16/04/2016,02:00:00 a. m.,0
2022484408,16/04/2016,03:00:00 a. m.,0
2022484408,16/04/2016,04:00:00 a. m.,0
2022484408,16/04/2016,05:00:00 a. m.,0
2022484408,16/04/2016,06:00:00 a. m.,0
2022484408,16/04/2016,07:00:00 a. m.,126
2022484408,16/04/2016,08:00:00 a. m.,904
2022484408,16/04/2016,09:00:00 a. m.,4833
2022484408,16/04/2016,10:00:00 a. m.,732
2022484408,16/04/2016,11:00:00 a. m.,678
2022484408,16/04/2016,12:00:00 p. m.,469
2022484408,16/04/2016,01:00:00 p. m.,1229
2022484408,16/04/2016,02:00:00 p. m.,623
2022484408,16/04/2016,03:00:00 p. m.,506
2022484408,16/04/2016,04:00:00 p. m.,0
2022484408,16/04/2016,05:00:00 p. m.,0
2022484408,16/04/2016,06:00:00 p. m.,0
2022484408,16/04/2016,07:00:00 p. m.,0
2022484408,16/04/2016,08:00:00 p. m.,0
2022484408,16/04/2016,09:00:00 p. m.,0
2022484408,16/04/2016,10:00:00 p. m.,0
2022484408,16/04/2016,11:00:00 p. m.,0
2022484408,17/04/2016,12:00:00 a. m.,0
2022484408,17/04/2016,01:00:00 a. m.,0
2022484408,17/04/2016,02:00:00 a. m.,0
2022484408,17/04/2016,03:00:00 a. m.,0
2022484408,17/04/2016,04:00:00 a. m.,0
2022484408,17/04/2016,05:00:00 a. m.,0
2022484408,17/04/2016,06:00:00 a. m.,0
2022484408,17/04/2016,07:00:00 a. m.,0
2022484408,17/04/2016,08:00:00 a. m.,567
2022484408,17/04/2016,09:00:00 a. m.,5317
2022484408,17/04/2016,10:00:00 a. m.,1567
2022484408,17/04/2016,11:00:00 a. m.,1194
2022484408,17/04/2016,12:00:00 p. m.,64
2022484408,17/04/2016,01:00:00 p. m.,292
2022484408,17/04/2016,02:00:00 p. m.,1404
2022484408,17/04/2016,03:00:00 p. m.,1147
2022484408,17/04/2016,04:00:00 p. m.,1151
2022484408,17/04/2016,05:00:00 p. m.,1351
2022484408,17/04/2016,06:00:00 p. m.,644
2022484408,17/04/2016,07:00:00 p. m.,247
2022484408,17/04/2016,08:00:00 p. m.,167
2022484408,17/04/2016,09:00:00 p. m.,0
2022484408,17/04/2016,10:00:00 p. m.,0
2022484408,17/04/2016,11:00:00 p. m.,0
2022484408,18/04/2016,12:00:00 a. m.,0
2022484408,18/04/2016,01:00:00 a. m.,0
2022484408,18/04/2016,02:00:00 a. m.,0
2022484408,18/04/2016,03:00:00 a. m.,0
2022484408,18/04/2016,04:00:00 a. m.,0
2022484408,18/04/2016,05:00:00 a. m.,0
2022484408,18/04/2016,06:00:00 a. m.,69
2022484408,18/04/2016,07:00:00 a. m.,1073
2022484408,18/04/2016,08:00:00 a. m.,712
2022484408,18/04/2016,09:00:00 a. m.,5400
2022484408,18/04/2016,10:00:00 a. m.,796
2022484408,18/04/2016,11:00:00 a. m.,46
2022484408,18/04/2016,12:00:00 p. m.,306
2022484408,18/04/2016,01:00:00 p. m.,404
2022484408,18/04/2016,02:00:00 p. m.,1706
2022484408,18/04/2016,03:00:00 p. m.,658
2022484408,18/04/2016,04:00:00 p. m.,570
2022484408,18/04/2016,05:00:00 p. m.,849
2022484408,18/04/2016,06:00:00 p. m.,899
2022484408,18/04/2016,07:00:00 p. m.,567
2022484408,18/04/2016,08:00:00 p. m.,76
2022484408,18/04/2016,09:00:00 p. m.,0
2022484408,18/04/2016,10:00:00 p. m.,0
2022484408,18/04/2016,11:00:00 p. m.,0
2022484408,19/04/2016,12:00:00 a. m.,0
2022484408,19/04/2016,01:00:00 a. m.,0
2022484408,19/04/2016,02:00:00 a. m.,0
2022484408,19/04/2016,03:00:00 a. m.,0
2022484408,19/04/2016,04:00:00 a. m.,0
2022484408,19/04/2016,05:00:00 a. m.,0
2022484408,19/04/2016,06:00:00 a. m.,0
2022484408,19/04/2016,07:00:00 a. m.,0
2022484408,19/04/2016,08:00:00 a. m.,0
2022484408,19/04/2016,09:00:00 a. m.,671
2022484408,19/04/2016,10:00:00 a. m.,466
2022484408,19/04/2016,11:00:00 a. m.,621
2022484408,19/04/2016,12:00:00 p. m.,479
2022484408,19/04/2016,01:00:00 p. m.,794
2022484408,19/04/2016,02:00:00 p. m.,1437
2022484408,19/04/2016,03:00:00 p. m.,1081
2022484408,19/04/2016,04:00:00 p. m.,4709
2022484408,19/04/2016,05:00:00 p. m.,459
2022484408,19/04/2016,06:00:00 p. m.,548
2022484408,19/04/2016,07:00:00 p. m.,283
2022484408,19/04/2016,08:00:00 p. m.,0
2022484408,19/04/2016,09:00:00 p. m.,0
2022484408,19/04/2016,10:00:00 p. m.,0
2022484408,19/04/2016,11:00:00 p. m.,0
2022484408,20/04/2016,12:00:00 a. m.,0
2022484408,20/04/2016,01:00:00 a. m.,0
2022484408,20/04/2016,02:00:00 a. m.,0
2022484408,20/04/2016,03:00:00 a. m.,0
2022484408,20/04/2016,04:00:00 a. m.,0
2022484408,20/04/2016,05:00:00 a. m.,0
2022484408,20/04/2016,06:00:00 a. m.,129
2022484408,20/04/2016,07:00:00 a. m.,661
2022484408,20/04/2016,08:00:00 a. m.,1272
2022484408,20/04/2016,09:00:00 a. m.,4293
2022484408,20/04/2016,10:00:00 a. m.,172
2022484408,20/04/2016,11:00:00 a. m.,410
2022484408,20/04/2016,12:00:00 p. m.,1314
2022484408,20/04/2016,01:00:00 p. m.,664
2022484408,20/04/2016,02:00:00 p. m.,1780
2022484408,20/04/2016,03:00:00 p. m.,924
2022484408,20/04/2016,04:00:00 p. m.,854
2022484408,20/04/2016,05:00:00 p. m.,944
2022484408,20/04/2016,06:00:00 p. m.,541
2022484408,20/04/2016,07:00:00 p. m.,839
2022484408,20/04/2016,08:00:00 p. m.,315
2022484408,20/04/2016,09:00:00 p. m.,0
2022484408,20/04/2016,10:00:00 p. m.,0
2022484408,20/04/2016,11:00:00 p. m.,0
2022484408,21/04/2016,12:00:00 a. m.,0
2022484408,21/04/2016,01:00:00 a. m.,0
2022484408,21/04/2016,02:00:00 a. m.,0
2022484408,21/04/2016,03:00:00 a. m.,0
2022484408,21/04/2016,04:00:00 a. m.,0
2022484408,21/04/2016,05:00:00 a. m.,0
2022484408,21/04/2016,06:00:00 a. m.,0
2022484408,21/04/2016,07:00:00 a. m.,955
2022484408,21/04/2016,08:00:00 a. m.,168
2022484408,21/04/2016,09:00:00 a. m.,481
2022484408,21/04/2016,10:00:00 a. m.,1272
2022484408,21/04/2016,11:00:00 a. m.,968
2022484408,21/04/2016,12:00:00 p. m.,3571
2022484408,21/04/2016,01:00:00 p. m.,13
2022484408,21/04/2016,02:00:00 p. m.,1357
2022484408,21/04/2016,03:00:00 p. m.,1248
2022484408,21/04/2016,04:00:00 p. m.,506
2022484408,21/04/2016,05:00:00 p. m.,427
2022484408,21/04/2016,06:00:00 p. m.,955
2022484408,21/04/2016,07:00:00 p. m.,370
2022484408,21/04/2016,08:00:00 p. m.,162
2022484408,21/04/2016,09:00:00 p. m.,0
2022484408,21/04/2016,10:00:00 p. m.,0
2022484408,21/04/2016,11:00:00 p. m.,0
2022484408,22/04/2016,12:00:00 a. m.,0
2022484408,22/04/2016,01:00:00 a. m.,0
2022484408,22/04/2016,02:00:00 a. m.,0
2022484408,22/04/2016,03:00:00 a. m.,0
2022484408,22/04/2016,04:00:00 a. m.,0
2022484408,22/04/2016,05:00:00 a. m.,0
2022484408,22/04/2016,06:00:00 a. m.,60
2022484408,22/04/2016,07:00:00 a. m.,715
2022484408,22/04/2016,08:00:00 a. m.,473
2022484408,22/04/2016,09:00:00 a. m.,5596
2022484408,22/04/2016,10:00:00 a. m.,1439
2022484408,22/04/2016,11:00:00 a. m.,548
2022484408,22/04/2016,12:00:00 p. m.,735
2022484408,22/04/2016,01:00:00 p. m.,920
2022484408,22/04/2016,02:00:00 p. m.,907
2022484408,22/04/2016,03:00:00 p. m.,333
2022484408,22/04/2016,04:00:00 p. m.,92
2022484408,22/04/2016,05:00:00 p. m.,106
2022484408,22/04/2016,06:00:00 p. m.,296
2022484408,22/04/2016,07:00:00 p. m.,560
2022484408,22/04/2016,08:00:00 p. m.,174
2022484408,22/04/2016,09:00:00 p. m.,0
2022484408,22/04/2016,10:00:00 p. m.,0
2022484408,22/04/2016,11:00:00 p. m.,0
2022484408,23/04/2016,12:00:00 a. m.,0
2022484408,23/04/2016,01:00:00 a. m.,0
2022484408,23/04/2016,02:00:00 a. m.,0
2022484408,23/04/2016,03:00:00 a. m.,0
2022484408,23/04/2016,04:00:00 a. m.,0
2022484408,23/04/2016,05:00:00 a. m.,0
2022484408,23/04/2016,06:00:00 a. m.,0
2022484408,23/04/2016,07:00:00 a. m.,0
2022484408,23/04/2016,08:00:00 a. m.,0
2022484408,23/04/2016,09:00:00 a. m.,0
2022484408,23/04/2016,10:00:00 a. m.,0
2022484408,23/04/2016,11:00:00 a. m.,0
2022484408,23/04/2016,12:00:00 p. m.,289
2022484408,23/04/2016,01:00:00 p. m.,1008
2022484408,23/04/2016,02:00:00 p. m.,595
2022484408,23/04/2016,03:00:00 p. m.,1232
2022484408,23/04/2016,04:00:00 p. m.,729
2022484408,23/04/2016,05:00:00 p. m.,459
2022484408,23/04/2016,06:00:00 p. m.,618
2022484408,23/04/2016,07:00:00 p. m.,483
2022484408,23/04/2016,08:00:00 p. m.,267
2022484408,23/04/2016,09:00:00 p. m.,139
2022484408,23/04/2016,10:00:00 p. m.,182
2022484408,23/04/2016,11:00:00 p. m.,0
2022484408,24/04/2016,12:00:00 a. m.,0
2022484408,24/04/2016,01:00:00 a. m.,0
2022484408,24/04/2016,02:00:00 a. m.,0
2022484408,24/04/2016,03:00:00 a. m.,0
2022484408,24/04/2016,04:00:00 a. m.,0
2022484408,24/04/2016,05:00:00 a. m.,0
2022484408,24/04/2016,06:00:00 a. m.,0
2022484408,24/04/2016,07:00:00 a. m.,0
2022484408,24/04/2016,08:00:00 a. m.,3056
2022484408,24/04/2016,09:00:00 a. m.,3130
2022484408,24/04/2016,10:00:00 a. m.,496
2022484408,24/04/2016,11:00:00 a. m.,708
2022484408,24/04/2016,12:00:00 p. m.,699
2022484408,24/04/2016,01:00:00 p. m.,1305
2022484408,24/04/2016,02:00:00 p. m.,519
2022484408,24/04/2016,03:00:00 p. m.,1963
2022484408,24/04/2016,04:00:00 p. m.,85
2022484408,24/04/2016,05:00:00 p. m.,573
2022484408,24/04/2016,06:00:00 p. m.,947
2022484408,24/04/2016,07:00:00 p. m.,0
2022484408,24/04/2016,08:00:00 p. m.,0
2022484408,24/04/2016,09:00:00 p. m.,0
2022484408,24/04/2016,10:00:00 p. m.,0
2022484408,24/04/2016,11:00:00 p. m.,0
2022484408,25/04/2016,12:00:00 a. m.,0
2022484408,25/04/2016,01:00:00 a. m.,0
2022484408,25/04/2016,02:00:00 a. m.,0
2022484408,25/04/2016,03:00:00 a. m.,0
2022484408,25/04/2016,04:00:00 a. m.,0
2022484408,25/04/2016,05:00:00 a. m.,0
2022484408,25/04/2016,06:00:00 a. m.,0
2022484408,25/04/2016,07:00:00 a. m.,718
2022484408,25/04/2016,08:00:00 a. m.,380
2022484408,25/04/2016,09:00:00 a. m.,5257
2022484408,25/04/2016,10:00:00 a. m.,289
2022484408,25/04/2016,11:00:00 a. m.,0
2022484408,25/04/2016,12:00:00 p. m.,0
2022484408,25/04/2016,01:00:00 p. m.,157
2022484408,25/04/2016,02:00:00 p. m.,1507
2022484408,25/04/2016,03:00:00 p. m.,281
2022484408,25/04/2016,04:00:00 p. m.,696
2022484408,25/04/2016,05:00:00 p. m.,645
2022484408,25/04/2016,06:00:00 p. m.,250
2022484408,25/04/2016,07:00:00 p. m.,1122
2022484408,25/04/2016,08:00:00 p. m.,67
2022484408,25/04/2016,09:00:00 p. m.,0
2022484408,25/04/2016,10:00:00 p. m.,0
2022484408,25/04/2016,11:00:00 p. m.,0
2022484408,26/04/2016,12:00:00 a. m.,0
2022484408,26/04/2016,01:00:00 a. m.,0
2022484408,26/04/2016,02:00:00 a. m.,0
2022484408,26/04/2016,03:00:00 a. m.,0
2022484408,26/04/2016,04:00:00 a. m.,0
2022484408,26/04/2016,05:00:00 a. m.,0
2022484408,26/04/2016,06:00:00 a. m.,0
2022484408,26/04/2016,07:00:00 a. m.,908
2022484408,26/04/2016,08:00:00 a. m.,67
2022484408,26/04/2016,09:00:00 a. m.,977
2022484408,26/04/2016,10:00:00 a. m.,1967
2022484408,26/04/2016,11:00:00 a. m.,1005
2022484408,26/04/2016,12:00:00 p. m.,1040
2022484408,26/04/2016,01:00:00 p. m.,31
2022484408,26/04/2016,02:00:00 p. m.,965
2022484408,26/04/2016,03:00:00 p. m.,1112
2022484408,26/04/2016,04:00:00 p. m.,675
2022484408,26/04/2016,05:00:00 p. m.,531
2022484408,26/04/2016,06:00:00 p. m.,357
2022484408,26/04/2016,07:00:00 p. m.,425
2022484408,26/04/2016,08:00:00 p. m.,59
2022484408,26/04/2016,09:00:00 p. m.,0
2022484408,26/04/2016,10:00:00 p. m.,0
2022484408,26/04/2016,11:00:00 p. m.,0
2022484408,27/04/2016,12:00:00 a. m.,0
2022484408,27/04/2016,01:00:00 a. m.,0
2022484408,27/04/2016,02:00:00 a. m.,0
2022484408,27/04/2016,03:00:00 a. m.,0
2022484408,27/04/2016,04:00:00 a. m.,0
2022484408,27/04/2016,05:00:00 a. m.,0
2022484408,27/04/2016,06:00:00 a. m.,0
2022484408,27/04/2016,07:00:00 a. m.,0
2022484408,27/04/2016,08:00:00 a. m.,0
2022484408,27/04/2016,09:00:00 a. m.,1388
2022484408,27/04/2016,10:00:00 a. m.,967
2022484408,27/04/2016,11:00:00 a. m.,149
2022484408,27/04/2016,12:00:00 p. m.,973
2022484408,27/04/2016,01:00:00 p. m.,1313
2022484408,27/04/2016,02:00:00 p. m.,688
2022484408,27/04/2016,03:00:00 p. m.,303
2022484408,27/04/2016,04:00:00 p. m.,702
2022484408,27/04/2016,05:00:00 p. m.,600
2022484408,27/04/2016,06:00:00 p. m.,2917
2022484408,27/04/2016,07:00:00 p. m.,159
2022484408,27/04/2016,08:00:00 p. m.,0
2022484408,27/04/2016,09:00:00 p. m.,0
2022484408,27/04/2016,10:00:00 p. m.,0
2022484408,27/04/2016,11:00:00 p. m.,0
2022484408,28/04/2016,12:00:00 a. m.,0
2022484408,28/04/2016,01:00:00 a. m.,0
2022484408,28/04/2016,02:00:00 a. m.,0
2022484408,28/04/2016,03:00:00 a. m.,0
2022484408,28/04/2016,04:00:00 a. m.,0
2022484408,28/04/2016,05:00:00 a. m.,0
2022484408,28/04/2016,06:00:00 a. m.,0
2022484408,28/04/2016,07:00:00 a. m.,368
2022484408,28/04/2016,08:00:00 a. m.,912
2022484408,28/04/2016,09:00:00 a. m.,787
2022484408,28/04/2016,10:00:00 a. m.,1567
2022484408,28/04/2016,11:00:00 a. m.,858
2022484408,28/04/2016,12:00:00 p. m.,2735
2022484408,28/04/2016,01:00:00 p. m.,197
2022484408,28/04/2016,02:00:00 p. m.,1198
2022484408,28/04/2016,03:00:00 p. m.,101
2022484408,28/04/2016,04:00:00 p. m.,487
2022484408,28/04/2016,05:00:00 p. m.,516
2022484408,28/04/2016,06:00:00 p. m.,166
2022484408,28/04/2016,07:00:00 p. m.,64
2022484408,28/04/2016,08:00:00 p. m.,184
2022484408,28/04/2016,09:00:00 p. m.,0
2022484408,28/04/2016,10:00:00 p. m.,0
2022484408,28/04/2016,11:00:00 p. m.,0
2022484408,29/04/2016,12:00:00 a. m.,0
2022484408,29/04/2016,01:00:00 a. m.,0
2022484408,29/04/2016,02:00:00 a. m.,0
2022484408,29/04/2016,03:00:00 a. m.,0
2022484408,29/04/2016,04:00:00 a. m.,0
2022484408,29/04/2016,05:00:00 a. m.,0
2022484408,29/04/2016,06:00:00 a. m.,0
2022484408,29/04/2016,07:00:00 a. m.,0
2022484408,29/04/2016,08:00:00 a. m.,662
2022484408,29/04/2016,09:00:00 a. m.,1457
2022484408,29/04/2016,10:00:00 a. m.,1012
2022484408,29/04/2016,11:00:00 a. m.,1452
2022484408,29/04/2016,12:00:00 p. m.,530
2022484408,29/04/2016,01:00:00 p. m.,1163
2022484408,29/04/2016,02:00:00 p. m.,1655
2022484408,29/04/2016,03:00:00 p. m.,175
2022484408,29/04/2016,04:00:00 p. m.,1035
2022484408,29/04/2016,05:00:00 p. m.,437
2022484408,29/04/2016,06:00:00 p. m.,315
2022484408,29/04/2016,07:00:00 p. m.,352
2022484408,29/04/2016,08:00:00 p. m.,0
2022484408,29/04/2016,09:00:00 p. m.,0
2022484408,29/04/2016,10:00:00 p. m.,0
2022484408,29/04/2016,11:00:00 p. m.,0
2022484408,30/04/2016,12:00:00 a. m.,0
2022484408,30/04/2016,01:00:00 a. m.,0
2022484408,30/04/2016,02:00:00 a. m.,0
2022484408,30/04/2016,03:00:00 a. m.,0
2022484408,30/04/2016,04:00:00 a. m.,0
2022484408,30/04/2016,05:00:00 a. m.,0
2022484408,30/04/2016,06:00:00 a. m.,437
2022484408,30/04/2016,07:00:00 a. m.,347
2022484408,30/04/2016,08:00:00 a. m.,52
