Id,Activity_Date,Activity_hour,TotalIntensity,AverageIntensity
2873212765,19/04/16,05:00:00 a. m.,19,0.316667
2873212765,19/04/16,06:00:00 a. m.,8,0.133333
2873212765,19/04/16,07:00:00 a. m.,17,0.283333
2873212765,19/04/16,08:00:00 a. m.,39,0.65
2873212765,19/04/16,09:00:00 a. m.,32,0.533333
2873212765,19/04/16,10:00:00 a. m.,41,0.683333
2873212765,19/04/16,11:00:00 a. m.,15,0.25
2873212765,19/04/16,12:00:00 p. m.,45,0.75
2873212765,19/04/16,01:00:00 a. m.,35,0.583333
2873212765,19/04/16,02:00:00 a. m.,28,0.466667
2873212765,19/04/16,03:00:00 a. m.,11,0.183333
2873212765,19/04/16,04:00:00 a. m.,20,0.333333
2873212765,19/04/16,05:00:00 a. m.,25,0.416667
2873212765,19/04/16,06:00:00 a. m.,30,0.5
2873212765,19/04/16,07:00:00 a. m.,7,0.116667
2873212765,19/04/16,08:00:00 a. m.,6,0.1
2873212765,19/04/16,09:00:00 a. m.,7,0.116667
2873212765,19/04/16,10:00:00 a. m.,4,0.066667
2873212765,19/04/16,11:00:00 a. m.,0,0
2873212765,20/04/16,12:00:00 p. m.,0,0
2873212765,20/04/16,01:00:00 a. m.,0,0
2873212765,20/04/16,02:00:00 a. m.,0,0
2873212765,20/04/16,03:00:00 a. m.,0,0
2873212765,20/04/16,04:00:00 a. m.,0,0
2873212765,20/04/16,05:00:00 a. m.,24,0.4
2873212765,20/04/16,06:00:00 a. m.,14,0.233333
2873212765,20/04/16,07:00:00 a. m.,23,0.383333
2873212765,20/04/16,08:00:00 a. m.,27,0.45
2873212765,20/04/16,09:00:00 a. m.,42,0.7
2873212765,20/04/16,10:00:00 a. m.,30,0.5
2873212765,20/04/16,11:00:00 a. m.,18,0.3
2873212765,20/04/16,12:00:00 p. m.,57,0.95
2873212765,20/04/16,01:00:00 a. m.,31,0.516667
2873212765,20/04/16,02:00:00 a. m.,8,0.133333
2873212765,20/04/16,03:00:00 a. m.,11,0.183333
2873212765,20/04/16,04:00:00 a. m.,31,0.516667
2873212765,20/04/16,05:00:00 a. m.,77,1.283333
2873212765,20/04/16,06:00:00 a. m.,3,0.05
2873212765,20/04/16,07:00:00 a. m.,8,0.133333
2873212765,20/04/16,08:00:00 a. m.,22,0.366667
2873212765,20/04/16,09:00:00 a. m.,24,0.4
2873212765,20/04/16,10:00:00 a. m.,4,0.066667
2873212765,20/04/16,11:00:00 a. m.,0,0
2873212765,21/04/16,12:00:00 p. m.,0,0
2873212765,21/04/16,01:00:00 a. m.,0,0
2873212765,21/04/16,02:00:00 a. m.,0,0
2873212765,21/04/16,03:00:00 a. m.,0,0
2873212765,21/04/16,04:00:00 a. m.,0,0
2873212765,21/04/16,05:00:00 a. m.,0,0
2873212765,21/04/16,06:00:00 a. m.,17,0.283333
2873212765,21/04/16,07:00:00 a. m.,39,0.65
2873212765,21/04/16,08:00:00 a. m.,33,0.55
2873212765,21/04/16,09:00:00 a. m.,42,0.7
2873212765,21/04/16,10:00:00 a. m.,27,0.45
2873212765,21/04/16,11:00:00 a. m.,7,0.116667
2873212765,21/04/16,12:00:00 p. m.,20,0.333333
2873212765,21/04/16,01:00:00 a. m.,35,0.583333
2873212765,21/04/16,02:00:00 a. m.,26,0.433333
2873212765,21/04/16,03:00:00 a. m.,26,0.433333
2873212765,21/04/16,04:00:00 a. m.,38,0.633333
2873212765,21/04/16,05:00:00 a. m.,36,0.6
2873212765,21/04/16,06:00:00 a. m.,19,0.316667
2873212765,21/04/16,07:00:00 a. m.,5,0.083333
2873212765,21/04/16,08:00:00 a. m.,16,0.266667
2873212765,21/04/16,09:00:00 a. m.,11,0.183333
2873212765,21/04/16,10:00:00 a. m.,0,0
2873212765,21/04/16,11:00:00 a. m.,0,0
2873212765,22/04/16,12:00:00 p. m.,0,0
2873212765,22/04/16,01:00:00 a. m.,0,0
2873212765,22/04/16,02:00:00 a. m.,0,0
2873212765,22/04/16,03:00:00 a. m.,0,0
2873212765,22/04/16,04:00:00 a. m.,0,0
2873212765,22/04/16,05:00:00 a. m.,19,0.316667
2873212765,22/04/16,06:00:00 a. m.,16,0.266667
2873212765,22/04/16,07:00:00 a. m.,25,0.416667
2873212765,22/04/16,08:00:00 a. m.,29,0.483333
2873212765,22/04/16,09:00:00 a. m.,37,0.616667
2873212765,22/04/16,10:00:00 a. m.,43,0.716667
2873212765,22/04/16,11:00:00 a. m.,15,0.25
2873212765,22/04/16,12:00:00 p. m.,42,0.7
2873212765,22/04/16,01:00:00 a. m.,31,0.516667
2873212765,22/04/16,02:00:00 a. m.,12,0.2
2873212765,22/04/16,03:00:00 a. m.,21,0.35
2873212765,22/04/16,04:00:00 a. m.,24,0.4
2873212765,22/04/16,05:00:00 a. m.,34,0.566667
2873212765,22/04/16,06:00:00 a. m.,15,0.25
2873212765,22/04/16,07:00:00 a. m.,8,0.133333
2873212765,22/04/16,08:00:00 a. m.,3,0.05
2873212765,22/04/16,09:00:00 a. m.,1,0.016667
2873212765,22/04/16,10:00:00 a. m.,7,0.116667
2873212765,22/04/16,11:00:00 a. m.,7,0.116667
2873212765,23/04/16,12:00:00 p. m.,0,0
2873212765,23/04/16,01:00:00 a. m.,0,0
2873212765,23/04/16,02:00:00 a. m.,0,0
2873212765,23/04/16,03:00:00 a. m.,0,0
2873212765,23/04/16,04:00:00 a. m.,0,0
2873212765,23/04/16,05:00:00 a. m.,0,0
2873212765,23/04/16,06:00:00 a. m.,0,0
2873212765,23/04/16,07:00:00 a. m.,20,0.333333
2873212765,23/04/16,08:00:00 a. m.,115,1.916667
2873212765,23/04/16,09:00:00 a. m.,19,0.316667
2873212765,23/04/16,10:00:00 a. m.,26,0.433333
2873212765,23/04/16,11:00:00 a. m.,23,0.383333
2873212765,23/04/16,12:00:00 p. m.,18,0.3
2873212765,23/04/16,01:00:00 a. m.,42,0.7
2873212765,23/04/16,02:00:00 a. m.,34,0.566667
2873212765,23/04/16,03:00:00 a. m.,37,0.616667
2873212765,23/04/16,04:00:00 a. m.,13,0.216667
2873212765,23/04/16,05:00:00 a. m.,10,0.166667
2873212765,23/04/16,06:00:00 a. m.,24,0.4
2873212765,23/04/16,07:00:00 a. m.,23,0.383333
2873212765,23/04/16,08:00:00 a. m.,5,0.083333
2873212765,23/04/16,09:00:00 a. m.,2,0.033333
2873212765,23/04/16,10:00:00 a. m.,13,0.216667
2873212765,23/04/16,11:00:00 a. m.,0,0
2873212765,24/04/16,12:00:00 p. m.,0,0
2873212765,24/04/16,01:00:00 a. m.,0,0
2873212765,24/04/16,02:00:00 a. m.,0,0
2873212765,24/04/16,03:00:00 a. m.,0,0
2873212765,24/04/16,04:00:00 a. m.,0,0
2873212765,24/04/16,05:00:00 a. m.,0,0
2873212765,24/04/16,06:00:00 a. m.,0,0
2873212765,24/04/16,07:00:00 a. m.,18,0.3
2873212765,24/04/16,08:00:00 a. m.,148,2.466667
2873212765,24/04/16,09:00:00 a. m.,14,0.233333
2873212765,24/04/16,10:00:00 a. m.,13,0.216667
2873212765,24/04/16,11:00:00 a. m.,25,0.416667
2873212765,24/04/16,12:00:00 p. m.,24,0.4
2873212765,24/04/16,01:00:00 a. m.,2,0.033333
2873212765,24/04/16,02:00:00 a. m.,14,0.233333
2873212765,24/04/16,03:00:00 a. m.,14,0.233333
2873212765,24/04/16,04:00:00 a. m.,19,0.316667
2873212765,24/04/16,05:00:00 a. m.,12,0.2
2873212765,24/04/16,06:00:00 a. m.,3,0.05
2873212765,24/04/16,07:00:00 a. m.,5,0.083333
2873212765,24/04/16,08:00:00 a. m.,8,0.133333
2873212765,24/04/16,09:00:00 a. m.,11,0.183333
2873212765,24/04/16,10:00:00 a. m.,0,0
2873212765,24/04/16,11:00:00 a. m.,0,0
2873212765,25/04/16,12:00:00 p. m.,0,0
2873212765,25/04/16,01:00:00 a. m.,0,0
2873212765,25/04/16,02:00:00 a. m.,0,0
2873212765,25/04/16,03:00:00 a. m.,0,0
2873212765,25/04/16,04:00:00 a. m.,0,0
2873212765,25/04/16,05:00:00 a. m.,21,0.35
2873212765,25/04/16,06:00:00 a. m.,10,0.166667
2873212765,25/04/16,07:00:00 a. m.,20,0.333333
2873212765,25/04/16,08:00:00 a. m.,27,0.45
2873212765,25/04/16,09:00:00 a. m.,49,0.816667
2873212765,25/04/16,10:00:00 a. m.,48,0.8
2873212765,25/04/16,11:00:00 a. m.,22,0.366667
2873212765,25/04/16,12:00:00 p. m.,41,0.683333
2873212765,25/04/16,01:00:00 a. m.,25,0.416667
2873212765,25/04/16,02:00:00 a. m.,3,0.05
2873212765,25/04/16,03:00:00 a. m.,9,0.15
2873212765,25/04/16,04:00:00 a. m.,26,0.433333
2873212765,25/04/16,05:00:00 a. m.,21,0.35
2873212765,25/04/16,06:00:00 a. m.,20,0.333333
2873212765,25/04/16,07:00:00 a. m.,10,0.166667
2873212765,25/04/16,08:00:00 a. m.,0,0
2873212765,25/04/16,09:00:00 a. m.,7,0.116667
2873212765,25/04/16,10:00:00 a. m.,0,0
2873212765,25/04/16,11:00:00 a. m.,0,0
2873212765,26/04/16,12:00:00 p. m.,0,0
2873212765,26/04/16,01:00:00 a. m.,0,0
2873212765,26/04/16,02:00:00 a. m.,0,0
2873212765,26/04/16,03:00:00 a. m.,0,0
2873212765,26/04/16,04:00:00 a. m.,0,0
2873212765,26/04/16,05:00:00 a. m.,16,0.266667
2873212765,26/04/16,06:00:00 a. m.,8,0.133333
2873212765,26/04/16,07:00:00 a. m.,21,0.35
2873212765,26/04/16,08:00:00 a. m.,33,0.55
2873212765,26/04/16,09:00:00 a. m.,36,0.6
2873212765,26/04/16,10:00:00 a. m.,33,0.55
2873212765,26/04/16,11:00:00 a. m.,12,0.2
2873212765,26/04/16,12:00:00 p. m.,38,0.633333
2873212765,26/04/16,01:00:00 a. m.,33,0.55
2873212765,26/04/16,02:00:00 a. m.,4,0.066667
2873212765,26/04/16,03:00:00 a. m.,6,0.1
2873212765,26/04/16,04:00:00 a. m.,10,0.166667
2873212765,26/04/16,05:00:00 a. m.,15,0.25
2873212765,26/04/16,06:00:00 a. m.,25,0.416667
2873212765,26/04/16,07:00:00 a. m.,25,0.416667
2873212765,26/04/16,08:00:00 a. m.,4,0.066667
2873212765,26/04/16,09:00:00 a. m.,6,0.1
2873212765,26/04/16,10:00:00 a. m.,0,0
2873212765,26/04/16,11:00:00 a. m.,0,0
2873212765,27/04/16,12:00:00 p. m.,0,0
2873212765,27/04/16,01:00:00 a. m.,0,0
2873212765,27/04/16,02:00:00 a. m.,0,0
2873212765,27/04/16,03:00:00 a. m.,0,0
2873212765,27/04/16,04:00:00 a. m.,0,0
2873212765,27/04/16,05:00:00 a. m.,0,0
2873212765,27/04/16,06:00:00 a. m.,96,1.6
2873212765,27/04/16,07:00:00 a. m.,53,0.883333
2873212765,27/04/16,08:00:00 a. m.,17,0.283333
2873212765,27/04/16,09:00:00 a. m.,27,0.45
2873212765,27/04/16,10:00:00 a. m.,33,0.55
2873212765,27/04/16,11:00:00 a. m.,12,0.2
2873212765,27/04/16,12:00:00 p. m.,22,0.366667
2873212765,27/04/16,01:00:00 a. m.,4,0.066667
2873212765,27/04/16,02:00:00 a. m.,3,0.05
2873212765,27/04/16,03:00:00 a. m.,7,0.116667
2873212765,27/04/16,04:00:00 a. m.,0,0
2873212765,27/04/16,05:00:00 a. m.,15,0.25
2873212765,27/04/16,06:00:00 a. m.,24,0.4
2873212765,27/04/16,07:00:00 a. m.,10,0.166667
2873212765,27/04/16,08:00:00 a. m.,6,0.1
2873212765,27/04/16,09:00:00 a. m.,6,0.1
2873212765,27/04/16,10:00:00 a. m.,0,0
2873212765,27/04/16,11:00:00 a. m.,0,0
2873212765,28/04/16,12:00:00 p. m.,0,0
2873212765,28/04/16,01:00:00 a. m.,0,0
2873212765,28/04/16,02:00:00 a. m.,0,0
2873212765,28/04/16,03:00:00 a. m.,0,0
2873212765,28/04/16,04:00:00 a. m.,0,0
2873212765,28/04/16,05:00:00 a. m.,0,0
2873212765,28/04/16,06:00:00 a. m.,92,1.533333
2873212765,28/04/16,07:00:00 a. m.,39,0.65
2873212765,28/04/16,08:00:00 a. m.,10,0.166667
2873212765,28/04/16,09:00:00 a. m.,33,0.55
2873212765,28/04/16,10:00:00 a. m.,16,0.266667
2873212765,28/04/16,11:00:00 a. m.,2,0.033333
2873212765,28/04/16,12:00:00 p. m.,13,0.216667
2873212765,28/04/16,01:00:00 a. m.,11,0.183333
2873212765,28/04/16,02:00:00 a. m.,2,0.033333
2873212765,28/04/16,03:00:00 a. m.,6,0.1
2873212765,28/04/16,04:00:00 a. m.,5,0.083333
2873212765,28/04/16,05:00:00 a. m.,18,0.3
2873212765,28/04/16,06:00:00 a. m.,30,0.5
2873212765,28/04/16,07:00:00 a. m.,13,0.216667
2873212765,28/04/16,08:00:00 a. m.,6,0.1
2873212765,28/04/16,09:00:00 a. m.,15,0.25
2873212765,28/04/16,10:00:00 a. m.,0,0
2873212765,28/04/16,11:00:00 a. m.,0,0
2873212765,29/04/16,12:00:00 p. m.,0,0
2873212765,29/04/16,01:00:00 a. m.,0,0
2873212765,29/04/16,02:00:00 a. m.,0,0
2873212765,29/04/16,03:00:00 a. m.,0,0
2873212765,29/04/16,04:00:00 a. m.,0,0
2873212765,29/04/16,05:00:00 a. m.,0,0
2873212765,29/04/16,06:00:00 a. m.,23,0.383333
2873212765,29/04/16,07:00:00 a. m.,12,0.2
2873212765,29/04/16,08:00:00 a. m.,13,0.216667
2873212765,29/04/16,09:00:00 a. m.,7,0.116667
2873212765,29/04/16,10:00:00 a. m.,12,0.2
2873212765,29/04/16,11:00:00 a. m.,16,0.266667
2873212765,29/04/16,12:00:00 p. m.,108,1.8
2873212765,29/04/16,01:00:00 a. m.,4,0.066667
2873212765,29/04/16,02:00:00 a. m.,32,0.533333
2873212765,29/04/16,03:00:00 a. m.,24,0.4
2873212765,29/04/16,04:00:00 a. m.,9,0.15
2873212765,29/04/16,05:00:00 a. m.,11,0.183333
2873212765,29/04/16,06:00:00 a. m.,10,0.166667
2873212765,29/04/16,07:00:00 a. m.,12,0.2
2873212765,29/04/16,08:00:00 a. m.,5,0.083333
2873212765,29/04/16,09:00:00 a. m.,14,0.233333
2873212765,29/04/16,10:00:00 a. m.,0,0
2873212765,29/04/16,11:00:00 a. m.,0,0
2873212765,30/04/16,12:00:00 p. m.,0,0
2873212765,30/04/16,01:00:00 a. m.,0,0
2873212765,30/04/16,02:00:00 a. m.,0,0
2873212765,30/04/16,03:00:00 a. m.,0,0
2873212765,30/04/16,04:00:00 a. m.,0,0
2873212765,30/04/16,05:00:00 a. m.,0,0
2873212765,30/04/16,06:00:00 a. m.,0,0
2873212765,30/04/16,07:00:00 a. m.,2,0.033333
2873212765,30/04/16,08:00:00 a. m.,14,0.233333
2873212765,30/04/16,09:00:00 a. m.,37,0.616667
2873212765,30/04/16,10:00:00 a. m.,23,0.383333
2873212765,30/04/16,11:00:00 a. m.,25,0.416667
2873212765,30/04/16,12:00:00 p. m.,21,0.35
2873212765,30/04/16,01:00:00 a. m.,11,0.183333
2873212765,30/04/16,02:00:00 a. m.,8,0.133333
2873212765,30/04/16,03:00:00 a. m.,16,0.266667
2873212765,30/04/16,04:00:00 a. m.,8,0.133333
2873212765,30/04/16,05:00:00 a. m.,20,0.333333
2873212765,30/04/16,06:00:00 a. m.,26,0.433333
2873212765,30/04/16,07:00:00 a. m.,56,0.933333
2873212765,30/04/16,08:00:00 a. m.,33,0.55
2873212765,30/04/16,09:00:00 a. m.,3,0.05
2873212765,30/04/16,10:00:00 a. m.,0,0
2873212765,30/04/16,11:00:00 a. m.,0,0
2873212765,01/05/16,12:00:00 p. m.,0,0
2873212765,01/05/16,01:00:00 a. m.,0,0
2873212765,01/05/16,02:00:00 a. m.,0,0
2873212765,01/05/16,03:00:00 a. m.,0,0
2873212765,01/05/16,04:00:00 a. m.,0,0
2873212765,01/05/16,05:00:00 a. m.,0,0
2873212765,01/05/16,06:00:00 a. m.,0,0
2873212765,01/05/16,07:00:00 a. m.,0,0
2873212765,01/05/16,08:00:00 a. m.,16,0.266667
2873212765,01/05/16,09:00:00 a. m.,20,0.333333
2873212765,01/05/16,10:00:00 a. m.,44,0.733333
2873212765,01/05/16,11:00:00 a. m.,26,0.433333
2873212765,01/05/16,12:00:00 p. m.,34,0.566667
2873212765,01/05/16,01:00:00 a. m.,10,0.166667
2873212765,01/05/16,02:00:00 a. m.,15,0.25
2873212765,01/05/16,03:00:00 a. m.,11,0.183333
2873212765,01/05/16,04:00:00 a. m.,5,0.083333
2873212765,01/05/16,05:00:00 a. m.,18,0.3
2873212765,01/05/16,06:00:00 a. m.,15,0.25
2873212765,01/05/16,07:00:00 a. m.,21,0.35
2873212765,01/05/16,08:00:00 a. m.,15,0.25
2873212765,01/05/16,09:00:00 a. m.,3,0.05
2873212765,01/05/16,10:00:00 a. m.,0,0
2873212765,01/05/16,11:00:00 a. m.,0,0
2873212765,02/05/16,12:00:00 p. m.,0,0
2873212765,02/05/16,01:00:00 a. m.,0,0
2873212765,02/05/16,02:00:00 a. m.,0,0
2873212765,02/05/16,03:00:00 a. m.,0,0
2873212765,02/05/16,04:00:00 a. m.,0,0
2873212765,02/05/16,05:00:00 a. m.,17,0.283333
2873212765,02/05/16,06:00:00 a. m.,9,0.15
2873212765,02/05/16,07:00:00 a. m.,31,0.516667
2873212765,02/05/16,08:00:00 a. m.,33,0.55
2873212765,02/05/16,09:00:00 a. m.,42,0.7
2873212765,02/05/16,10:00:00 a. m.,25,0.416667
2873212765,02/05/16,11:00:00 a. m.,11,0.183333
2873212765,02/05/16,12:00:00 p. m.,52,0.866667
2873212765,02/05/16,01:00:00 a. m.,29,0.483333
2873212765,02/05/16,02:00:00 a. m.,7,0.116667
2873212765,02/05/16,03:00:00 a. m.,11,0.183333
2873212765,02/05/16,04:00:00 a. m.,24,0.4
2873212765,02/05/16,05:00:00 a. m.,20,0.333333
2873212765,02/05/16,06:00:00 a. m.,13,0.216667
2873212765,02/05/16,07:00:00 a. m.,9,0.15
2873212765,02/05/16,08:00:00 a. m.,9,0.15
2873212765,02/05/16,09:00:00 a. m.,6,0.1
2873212765,02/05/16,10:00:00 a. m.,0,0
2873212765,02/05/16,11:00:00 a. m.,0,0
2873212765,03/05/16,12:00:00 p. m.,0,0
2873212765,03/05/16,01:00:00 a. m.,0,0
2873212765,03/05/16,02:00:00 a. m.,0,0
2873212765,03/05/16,03:00:00 a. m.,0,0
2873212765,03/05/16,04:00:00 a. m.,0,0
2873212765,03/05/16,05:00:00 a. m.,19,0.316667
2873212765,03/05/16,06:00:00 a. m.,7,0.116667
2873212765,03/05/16,07:00:00 a. m.,19,0.316667
2873212765,03/05/16,08:00:00 a. m.,43,0.716667
2873212765,03/05/16,09:00:00 a. m.,48,0.8
2873212765,03/05/16,10:00:00 a. m.,32,0.533333
2873212765,03/05/16,11:00:00 a. m.,14,0.233333
2873212765,03/05/16,12:00:00 p. m.,43,0.716667
2873212765,03/05/16,01:00:00 a. m.,35,0.583333
2873212765,03/05/16,02:00:00 a. m.,7,0.116667
2873212765,03/05/16,03:00:00 a. m.,5,0.083333
2873212765,03/05/16,04:00:00 a. m.,13,0.216667
2873212765,03/05/16,05:00:00 a. m.,24,0.4
2873212765,03/05/16,06:00:00 a. m.,38,0.633333
2873212765,03/05/16,07:00:00 a. m.,10,0.166667
2873212765,03/05/16,08:00:00 a. m.,7,0.116667
2873212765,03/05/16,09:00:00 a. m.,14,0.233333
2873212765,03/05/16,10:00:00 a. m.,0,0
2873212765,03/05/16,11:00:00 a. m.,0,0
2873212765,04/05/16,12:00:00 p. m.,0,0
2873212765,04/05/16,01:00:00 a. m.,0,0
2873212765,04/05/16,02:00:00 a. m.,0,0
2873212765,04/05/16,03:00:00 a. m.,0,0
2873212765,04/05/16,04:00:00 a. m.,0,0
2873212765,04/05/16,05:00:00 a. m.,21,0.35
2873212765,04/05/16,06:00:00 a. m.,11,0.183333
2873212765,04/05/16,07:00:00 a. m.,26,0.433333
2873212765,04/05/16,08:00:00 a. m.,28,0.466667
2873212765,04/05/16,09:00:00 a. m.,46,0.766667
2873212765,04/05/16,10:00:00 a. m.,41,0.683333
2873212765,04/05/16,11:00:00 a. m.,24,0.4
2873212765,04/05/16,12:00:00 p. m.,38,0.633333
2873212765,04/05/16,01:00:00 a. m.,24,0.4
2873212765,04/05/16,02:00:00 a. m.,15,0.25
2873212765,04/05/16,03:00:00 a. m.,14,0.233333
2873212765,04/05/16,04:00:00 a. m.,28,0.466667
2873212765,04/05/16,05:00:00 a. m.,46,0.766667
2873212765,04/05/16,06:00:00 a. m.,4,0.066667
2873212765,04/05/16,07:00:00 a. m.,20,0.333333
2873212765,04/05/16,08:00:00 a. m.,9,0.15
2873212765,04/05/16,09:00:00 a. m.,8,0.133333
2873212765,04/05/16,10:00:00 a. m.,17,0.283333
2873212765,04/05/16,11:00:00 a. m.,0,0
2873212765,05/05/16,12:00:00 p. m.,0,0
2873212765,05/05/16,01:00:00 a. m.,0,0
2873212765,05/05/16,02:00:00 a. m.,0,0
2873212765,05/05/16,03:00:00 a. m.,0,0
2873212765,05/05/16,04:00:00 a. m.,0,0
2873212765,05/05/16,05:00:00 a. m.,0,0
2873212765,05/05/16,06:00:00 a. m.,14,0.233333
2873212765,05/05/16,07:00:00 a. m.,41,0.683333
2873212765,05/05/16,08:00:00 a. m.,40,0.666667
2873212765,05/05/16,09:00:00 a. m.,53,0.883333
2873212765,05/05/16,10:00:00 a. m.,56,0.933333
2873212765,05/05/16,11:00:00 a. m.,9,0.15
2873212765,05/05/16,12:00:00 p. m.,20,0.333333
2873212765,05/05/16,01:00:00 a. m.,27,0.45
2873212765,05/05/16,02:00:00 a. m.,20,0.333333
2873212765,05/05/16,03:00:00 a. m.,46,0.766667
2873212765,05/05/16,04:00:00 a. m.,28,0.466667
2873212765,05/05/16,05:00:00 a. m.,3,0.05
2873212765,05/05/16,06:00:00 a. m.,8,0.133333
2873212765,05/05/16,07:00:00 a. m.,16,0.266667
2873212765,05/05/16,08:00:00 a. m.,1,0.016667
2873212765,05/05/16,09:00:00 a. m.,14,0.233333
2873212765,05/05/16,10:00:00 a. m.,0,0
2873212765,05/05/16,11:00:00 a. m.,0,0
2873212765,06/05/16,12:00:00 p. m.,0,0
2873212765,06/05/16,01:00:00 a. m.,0,0
2873212765,06/05/16,02:00:00 a. m.,0,0
2873212765,06/05/16,03:00:00 a. m.,0,0
2873212765,06/05/16,04:00:00 a. m.,0,0
2873212765,06/05/16,05:00:00 a. m.,23,0.383333
2873212765,06/05/16,06:00:00 a. m.,15,0.25
2873212765,06/05/16,07:00:00 a. m.,24,0.4
2873212765,06/05/16,08:00:00 a. m.,33,0.55
2873212765,06/05/16,09:00:00 a. m.,45,0.75
2873212765,06/05/16,10:00:00 a. m.,41,0.683333
2873212765,06/05/16,11:00:00 a. m.,18,0.3
2873212765,06/05/16,12:00:00 p. m.,33,0.55
2873212765,06/05/16,01:00:00 a. m.,32,0.533333
2873212765,06/05/16,02:00:00 a. m.,5,0.083333
2873212765,06/05/16,03:00:00 a. m.,18,0.3
2873212765,06/05/16,04:00:00 a. m.,31,0.516667
2873212765,06/05/16,05:00:00 a. m.,20,0.333333
2873212765,06/05/16,06:00:00 a. m.,9,0.15
2873212765,06/05/16,07:00:00 a. m.,12,0.2
2873212765,06/05/16,08:00:00 a. m.,7,0.116667
2873212765,06/05/16,09:00:00 a. m.,1,0.016667
2873212765,06/05/16,10:00:00 a. m.,2,0.033333
2873212765,06/05/16,11:00:00 a. m.,11,0.183333
2873212765,07/05/16,12:00:00 p. m.,0,0
2873212765,07/05/16,01:00:00 a. m.,0,0
2873212765,07/05/16,02:00:00 a. m.,0,0
2873212765,07/05/16,03:00:00 a. m.,0,0
2873212765,07/05/16,04:00:00 a. m.,0,0
2873212765,07/05/16,05:00:00 a. m.,0,0
2873212765,07/05/16,06:00:00 a. m.,0,0
2873212765,07/05/16,07:00:00 a. m.,81,1.35
2873212765,07/05/16,08:00:00 a. m.,131,2.183333
2873212765,07/05/16,09:00:00 a. m.,72,1.2
2873212765,07/05/16,10:00:00 a. m.,0,0
2873212765,07/05/16,11:00:00 a. m.,0,0
2873212765,07/05/16,12:00:00 p. m.,0,0
2873212765,07/05/16,01:00:00 a. m.,0,0
2873212765,07/05/16,02:00:00 a. m.,0,0
2873212765,07/05/16,03:00:00 a. m.,0,0
2873212765,07/05/16,04:00:00 a. m.,0,0
2873212765,07/05/16,05:00:00 a. m.,0,0
2873212765,07/05/16,06:00:00 a. m.,0,0
2873212765,07/05/16,07:00:00 a. m.,0,0
2873212765,07/05/16,08:00:00 a. m.,0,0
2873212765,07/05/16,09:00:00 a. m.,9,0.15
2873212765,07/05/16,10:00:00 a. m.,4,0.066667
2873212765,07/05/16,11:00:00 a. m.,2,0.033333
2873212765,08/05/16,12:00:00 p. m.,1,0.016667
2873212765,08/05/16,01:00:00 a. m.,0,0
2873212765,08/05/16,02:00:00 a. m.,0,0
2873212765,08/05/16,03:00:00 a. m.,0,0
2873212765,08/05/16,04:00:00 a. m.,0,0
2873212765,08/05/16,05:00:00 a. m.,0,0
2873212765,08/05/16,06:00:00 a. m.,0,0
2873212765,08/05/16,07:00:00 a. m.,93,1.55
2873212765,08/05/16,08:00:00 a. m.,90,1.5
2873212765,08/05/16,09:00:00 a. m.,42,0.7
2873212765,08/05/16,10:00:00 a. m.,43,0.716667
2873212765,08/05/16,11:00:00 a. m.,29,0.483333
2873212765,08/05/16,12:00:00 p. m.,24,0.4
2873212765,08/05/16,01:00:00 a. m.,15,0.25
2873212765,08/05/16,02:00:00 a. m.,19,0.316667
2873212765,08/05/16,03:00:00 a. m.,4,0.066667
2873212765,08/05/16,04:00:00 a. m.,30,0.5
2873212765,08/05/16,05:00:00 a. m.,33,0.55
2873212765,08/05/16,06:00:00 a. m.,25,0.416667
2873212765,08/05/16,07:00:00 a. m.,4,0.066667
2873212765,08/05/16,08:00:00 a. m.,0,0
2873212765,08/05/16,09:00:00 a. m.,12,0.2
2873212765,08/05/16,10:00:00 a. m.,0,0
2873212765,08/05/16,11:00:00 a. m.,0,0
2873212765,09/05/16,12:00:00 p. m.,0,0
2873212765,09/05/16,01:00:00 a. m.,0,0
2873212765,09/05/16,02:00:00 a. m.,0,0
2873212765,09/05/16,03:00:00 a. m.,0,0
2873212765,09/05/16,04:00:00 a. m.,0,0
2873212765,09/05/16,05:00:00 a. m.,15,0.25
2873212765,09/05/16,06:00:00 a. m.,7,0.116667
2873212765,09/05/16,07:00:00 a. m.,24,0.4
2873212765,09/05/16,08:00:00 a. m.,33,0.55
2873212765,09/05/16,09:00:00 a. m.,41,0.683333
2873212765,09/05/16,10:00:00 a. m.,39,0.65
2873212765,09/05/16,11:00:00 a. m.,13,0.216667
2873212765,09/05/16,12:00:00 p. m.,41,0.683333
2873212765,09/05/16,01:00:00 a. m.,34,0.566667
2873212765,09/05/16,02:00:00 a. m.,9,0.15
2873212765,09/05/16,03:00:00 a. m.,13,0.216667
2873212765,09/05/16,04:00:00 a. m.,29,0.483333
2873212765,09/05/16,05:00:00 a. m.,20,0.333333
2873212765,09/05/16,06:00:00 a. m.,10,0.166667
2873212765,09/05/16,07:00:00 a. m.,11,0.183333
2873212765,09/05/16,08:00:00 a. m.,2,0.033333
2873212765,09/05/16,09:00:00 a. m.,4,0.066667
2873212765,09/05/16,10:00:00 a. m.,0,0
2873212765,09/05/16,11:00:00 a. m.,0,0
2873212765,10/05/16,12:00:00 p. m.,0,0
2873212765,10/05/16,01:00:00 a. m.,0,0
2873212765,10/05/16,02:00:00 a. m.,0,0
2873212765,10/05/16,03:00:00 a. m.,0,0
