Id,Calories,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,StepTotal,SleepHour,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
4319703577,1593,2016-05-01,1251,0.839999974,0.839999974,0,1251,00:00:00,1,484,500,836,67,0,0,0,0.839999974,0,0
4319703577,1792,2016-05-08,3672,2.460000038,2.460000038,0,3672,12:00:00 a. m.,1,602,638,603,153,0,0,0,2.460000038,0,0
4388161847,2955,2016-04-12,10122,7.78000021,7.78000021,0,10122,,,,,1440,0,0,0,0,0,0,0
4388161847,3066,2016-04-15,8758,6.730000019,6.730000019,0,8758,00:00:00,1,499,526,837,299,0,0,0,6.730000019,0,0
4388161847,2572,2016-04-17,4660,3.579999924,3.579999924,0,4660,00:00:00,2,619,641,721,201,0,0,0,3.579999924,0,0
4388161847,1623,2016-05-12,3369,2.589999914,2.589999914,0,3369,,,,,825,108,0,0,0,2.589999914,0,0
4445114986,2113,2016-04-12,3276,2.200000048,2.200000048,0,3276,00:00:00,2,429,457,787,196,0,0,0,2.200000048,0,0
4445114986,2095,2016-04-13,2961,1.99000001,1.99000001,0,2961,12:00:00 a. m.,2,370,406,840,194,0,0,0,1.99000001,0,0
4445114986,2194,2016-04-14,3974,2.670000076,2.670000076,0,3974,00:00:00,1,441,492,717,231,0,0,0,2.670000076,0,0
4445114986,2496,2016-04-15,7198,4.829999924,4.829999924,0,7198,00:00:00,2,337,379,711,350,0,0,0,4.829999924,0,0
4445114986,2180,2016-04-16,3945,2.650000095,2.650000095,0,3945,12:00:00 a. m.,1,462,499,716,225,0,0,0,2.650000095,0,0
4445114986,1933,2016-04-17,2268,1.519999981,1.519999981,0,2268,00:00:00,1,98,107,1219,114,0,0,0,1.519999981,0,0
4445114986,1954,2016-04-19,2064,1.389999986,1.389999986,0,2064,00:00:00,2,388,424,895,121,0,0,0,1.389999986,0,0
4445114986,1974,2016-04-20,2072,1.389999986,1.389999986,0,2072,12:00:00 a. m.,1,439,462,841,137,0,0,0,1.389999986,0,0
4445114986,2150,2016-04-21,3809,2.559999943,2.559999943,0,3809,00:00:00,1,436,469,756,215,0,0,0,2.539999962,0,0
4445114986,2432,2016-04-22,6831,4.579999924,4.579999924,0,6831,00:00:00,1,388,417,706,317,0,0,0,4.579999924,0,0
4445114986,2149,2016-04-23,4363,2.930000067,2.930000067,0,4363,,,,,1239,201,0,0,0,2.930000067,0,0
4445114986,2247,2016-04-24,5002,3.359999895,3.359999895,0,5002,,,,,1196,244,0,0,0,3.359999895,0,0
4445114986,2070,2016-04-25,3385,2.269999981,2.269999981,0,3385,12:00:00 a. m.,1,328,345,916,179,0,0,0,2.269999981,0,0
4445114986,2203,2016-04-28,4493,3.00999999,3.00999999,0,4493,12:00:00 a. m.,1,419,442,762,236,0,0,0,3.00999999,0,0
4445114986,2196,2016-04-29,4676,3.140000105,3.140000105,0,4676,00:00:00,1,106,108,1106,226,0,0,0,3.130000114,0,0
4445114986,2363,2016-04-30,6222,4.179999828,4.179999828,0,6222,00:00:00,1,322,353,797,290,0,0,0,4.179999828,0,0
4445114986,2070,2016-05-04,2923,1.960000038,1.960000038,0,2923,12:00:00 a. m.,2,337,363,897,180,0,0,0,1.960000038,0,0
4445114986,2211,2016-05-06,4514,3.029999971,3.029999971,0,4514,00:00:00,2,374,402,809,229,0,0,0,3.029999971,0,0
4445114986,2281,2016-05-09,5275,3.539999962,3.539999962,0,5275,00:00:00,1,457,533,641,266,0,0,0,3.539999962,0,0
4445114986,2181,2016-05-10,3915,2.630000114,2.630000114,0,3915,12:00:00 a. m.,1,405,426,783,231,0,0,0,2.630000114,0,0
4445114986,1212,2016-05-12,768,0.519999981,0.519999981,0,768,00:00:00,1,483,501,380,58,0,0,0,0.519999981,0,0
4558609924,1909,2016-04-12,5135,3.390000105,3.390000105,0,5135,,,,,1122,318,0,0,0,3.390000105,0,0
4558609924,1922,2016-04-14,6799,4.489999771,4.489999771,0,6799,,,,,1161,279,0,0,0,4.489999771,0,0
4558609924,1788,2016-04-20,4803,3.170000076,3.170000076,0,4803,,,,,1218,222,0,0,0,3.170000076,0,0
4558609924,2173,2016-04-24,8563,5.659999847,5.659999847,0,8563,,,,,1045,395,0,0,0,5.650000095,0,0
4558609924,1692,2016-05-01,3428,2.269999981,2.269999981,0,3428,12:00:00 a. m.,1,115,129,1121,190,0,0,0,2.269999981,0,0
4558609924,2066,2016-05-02,7891,5.21999979,5.21999979,0,7891,,,,,1057,383,0,0,0,5.21999979,0,0
4558609924,1842,2016-05-04,5232,3.460000038,3.460000038,0,5232,,,,,1188,252,0,0,0,3.460000038,0,0
4558609924,1722,2016-05-06,3755,2.480000019,2.480000019,0,3755,,,,,1238,202,0,0,0,2.480000019,0,0
4558609924,1452,2016-05-12,6307,4.170000076,4.170000076,0,6307,,,,,736,247,0,0,0,4.170000076,0,0
4702921684,2947,2016-04-12,7213,5.880000114,5.880000114,0,7213,00:00:00,1,425,439,718,263,0,0,0,5.849999905,0,0
4702921684,2898,2016-04-13,6877,5.579999924,5.579999924,0,6877,12:00:00 a. m.,2,400,430,777,258,0,0,0,5.579999924,0,0
4702921684,2984,2016-04-14,7860,6.369999886,6.369999886,0,7860,00:00:00,1,384,415,772,271,0,0,0,6.369999886,0,0
4702921684,2241,2016-04-22,1664,1.350000024,1.350000024,0,1664,,,,,1341,72,0,0,0,1.350000024,0,0
4702921684,3145,2016-05-03,9454,7.670000076,7.670000076,0,9454,00:00:00,1,327,373,729,313,0,0,0,7.670000076,0,0
4702921684,1240,2016-05-12,2752,2.230000019,2.230000019,0,2752,00:00:00,1,404,442,241,68,0,0,0,2.230000019,0,0
5553957443,1718,2016-04-13,4832,3.160000086,3.160000086,0,4832,00:00:00,2,455,488,647,226,0,0,0,3.160000086,0,0
5553957443,1831,2016-04-16,5771,3.769999981,3.769999981,0,5771,00:00:00,2,651,686,521,288,0,0,0,3.769999981,0,0
5553957443,1397,2016-04-17,655,0.430000007,0.430000007,0,655,00:00:00,1,350,402,943,46,0,0,0,0.430000007,0,0
5553957443,1683,2016-04-18,3727,2.430000067,2.430000067,0,3727,12:00:00 a. m.,2,520,541,622,206,0,0,0,2.430000067,0,0
5553957443,1570,2016-04-20,2713,1.769999981,1.769999981,0,2713,00:00:00,1,658,678,598,148,0,0,0,1.769999981,0,0
5553957443,1776,2016-04-23,4112,2.690000057,2.690000057,0,4112,00:00:00,2,631,725,443,272,0,0,0,2.680000067,0,0
5553957443,1507,2016-04-24,1807,1.179999948,1.179999948,0,1807,12:00:00 a. m.,2,553,640,582,104,0,0,0,1.179999948,0,0
5553957443,1463,2016-04-30,1202,0.779999971,0.779999971,0,1202,12:00:00 a. m.,2,775,843,506,84,0,0,0,0.779999971,0,0
5553957443,1747,2016-05-01,5164,3.369999886,3.369999886,0,5164,00:00:00,2,622,686,436,237,0,0,0,3.369999886,0,0
5553957443,1698,2016-05-04,4249,2.769999981,2.769999981,0,4249,00:00:00,1,447,470,651,224,0,0,0,2.769999981,0,0
5553957443,1494,2016-05-07,1868,1.220000029,1.220000029,0,1868,00:00:00,1,442,470,902,96,0,0,0,1.220000029,0,0
5553957443,1693,2016-05-11,4926,3.220000029,3.220000029,0,4926,00:00:00,1,463,486,628,195,0,0,0,3.220000029,0,0
6117666160,2225,2016-04-17,7150,5.400000095,5.400000095,0,7150,00:00:00,2,336,350,702,312,0,0,0,5.400000095,0,0
6117666160,2606,2016-04-19,11135,8.409999847,8.409999847,0,11135,12:00:00 a. m.,1,465,492,425,480,0,0,0,8.409999847,0,0
6117666160,2409,2016-04-22,8206,6.199999809,6.199999809,0,8206,12:00:00 a. m.,1,480,546,413,402,0,0,0,6.199999809,0,0
6117666160,2651,2016-04-23,11495,8.680000305,8.680000305,0,11495,00:00:00,1,492,539,468,512,0,0,0,8.680000305,0,0
6117666160,2305,2016-04-24,7623,5.760000229,5.760000229,0,7623,00:00:00,1,353,367,711,362,0,0,0,5.760000229,0,0
6117666160,2576,2016-04-27,9411,7.110000134,7.110000134,0,9411,12:00:00 a. m.,1,542,557,417,458,0,0,0,7.110000134,0,0
6117666160,2560,2016-04-29,9592,7.239999771,7.239999771,0,9592,00:00:00,1,600,636,479,461,0,0,0,7.239999771,0,0
6117666160,2275,2016-04-30,6987,5.28000021,5.28000021,0,6987,,,,,1040,343,0,0,0,5.28000021,0,0
6117666160,2361,2016-05-01,8915,6.730000019,6.730000019,0,8915,12:00:00 a. m.,1,507,575,525,397,0,0,0,6.730000019,0,0
6117666160,2044,2016-05-02,4933,3.730000019,3.730000019,0,4933,,,,,1204,236,0,0,0,3.730000019,0,0
6117666160,1902,2016-05-04,2997,2.25999999,2.25999999,0,2997,,,,,1279,156,0,0,0,2.25999999,0,0
6117666160,2636,2016-05-05,9799,7.400000095,7.400000095,0,9799,00:00:00,1,392,415,479,487,0,0,0,7.400000095,0,0
6117666160,2469,2016-05-07,7336,5.539999962,5.539999962,0,7336,12:00:00 a. m.,2,498,507,456,412,0,0,0,5.539999962,0,0
6117666160,2250,2016-05-08,7328,5.53000021,5.53000021,0,7328,00:00:00,1,555,603,517,318,0,0,0,5.53000021,0,0
6117666160,1248,2016-05-09,4477,3.380000114,3.380000114,0,4477,00:00:00,1,492,522,125,197,0,0,0,3.380000114,0,0
6290855005,2560,2016-04-12,4562,3.450000048,3.450000048,0,4562,,,,,1241,199,0,0,0,3.450000048,0,0
6290855005,2905,2016-04-13,7142,5.400000095,5.400000095,0,7142,,,,,1090,350,0,0,0.01,5.389999866,0,0
6290855005,2952,2016-04-14,7671,5.800000191,5.800000191,0,7671,,,,,1077,363,0,0,0.029999999,5.769999981,0,0
6290855005,2896,2016-04-15,9501,7.179999828,7.179999828,0,9501,,,,,1112,328,0,0,0.01,7.170000076,0,0
6290855005,2783,2016-04-16,8301,6.28000021,6.28000021,0,8301,,,,,1182,258,0,0,0.01,6.269999981,0,0
6290855005,2766,2016-04-18,6885,5.210000038,5.210000038,0,6885,,,,,1169,271,0,0,0.02,5.190000057,0,0
6290855005,2839,2016-04-19,7142,5.400000095,5.400000095,0,7142,,,,,1119,321,0,0,0.01,5.389999866,0,0
6290855005,2701,2016-04-20,6361,4.809999943,4.809999943,0,6361,,,,,1182,258,0,0,0.01,4.800000191,0,0
6290855005,2796,2016-04-22,6238,4.71999979,4.71999979,0,6238,,,,,1138,302,0,0,0,4.71999979,0,0
6290855005,2703,2016-04-24,5896,4.460000038,4.460000038,0,5896,,,,,1182,258,0,0,0,4.460000038,0,0
6290855005,2743,2016-04-27,5565,4.210000038,4.210000038,0,5565,,,,,1153,287,0,0,0.029999999,4.179999828,0,0
6290855005,2843,2016-04-30,6744,5.099999905,5.099999905,0,6744,,,,,1116,324,0,0,0.01,5.090000153,0,0
6290855005,2725,2016-05-02,6781,5.130000114,5.130000114,0,6781,,,,,1172,268,0,0,0.02,5.110000134,0,0
6290855005,2671,2016-05-03,6047,4.570000172,4.570000172,0,6047,,,,,1200,240,0,0,0,4.570000172,0,0
6290855005,2718,2016-05-04,5832,4.409999847,4.409999847,0,5832,,,,,1168,272,0,0,0.01,4.400000095,0,0
6290855005,2682,2016-05-05,6339,4.789999962,4.789999962,0,6339,,,,,1201,239,0,0,0,4.789999962,0,0
6290855005,2806,2016-05-06,6116,4.619999886,4.619999886,0,6116,,,,,1135,305,0,0,0.029999999,4.590000153,0,0
6290855005,2613,2016-05-07,5510,4.170000076,4.170000076,0,5510,,,,,1213,227,0,0,0,4.159999847,0,0
6290855005,2712,2016-05-08,7706,5.829999924,5.829999924,0,7706,,,,,1189,251,0,0,0,5.820000172,0,0
6290855005,2175,2016-05-09,6277,4.75,4.75,0,6277,,,,,800,264,0,0,0.02,4.730000019,0,0
6775888955,2127,2016-04-15,1282,0.920000017,0.920000017,0,1282,00:00:00,1,391,406,976,58,0,0,0,0.920000017,0,0
6775888955,1922,2016-04-22,637,0.460000008,0.460000008,0,637,,,,,1420,20,0,0,0,0.460000008,0,0
6962181067,1466,2016-04-14,1551,1.029999971,1.029999971,0,1551,00:00:00,2,508,535,862,86,0,0,0,1.029999971,0,0
6962181067,1756,2016-04-15,5563,3.680000067,3.680000067,0,5563,12:00:00 a. m.,1,370,386,837,217,0,0,0,3.680000067,0,0
6962181067,1705,2016-04-24,5029,3.319999933,3.319999933,0,5029,12:00:00 a. m.,1,511,514,720,199,0,0,0,3.319999933,0,0
6962181067,1740,2016-05-01,5454,3.609999895,3.609999895,0,5454,00:00:00,1,411,426,722,215,0,0,0,3.609999895,0,0
6962181067,1947,2016-05-07,6815,4.5,4.5,0,6815,00:00:00,1,298,334,745,328,0,0,0,4.5,0,0
7007744171,2098,2016-04-15,5273,3.529999971,3.529999971,0,5273,,,,,1238,202,0,0,0,3.529999971,0,0
7007744171,2076,2016-04-16,4631,3.099999905,3.099999905,0,4631,00:00:00,1,79,82,1155,203,0,0,0,3.099999905,0,0
7007744171,2383,2016-04-17,8059,5.389999866,5.389999866,0,8059,,,,,1135,305,0,0,0,5.389999866,0,0
7007744171,2667,2016-04-24,11085,7.420000076,7.420000076,0,11085,,,,,1021,419,0,0,0,7.420000076,0,0
7007744171,2051,2016-04-30,3761,2.519999981,2.519999981,0,3761,,,,,1240,200,0,0,0,2.519999981,0,0
7007744171,2225,2016-05-01,5600,3.75,3.75,0,5600,00:00:00,1,58,61,1142,237,0,0,0,3.75,0,0
7086361926,1965,2016-04-23,2817,1.809999943,1.809999943,0,2817,,,,,1350,90,0,0,0,1.799999952,0,0
7086361926,2049,2016-04-24,3520,2.160000086,2.160000086,0,3520,00:00:00,1,681,704,566,125,0,0,0,2.150000095,0,0
8053475328,1886,2016-05-01,1170,0.850000024,0.850000024,0,1170,,,,,1389,51,0,0,0,0.850000024,0,0
8053475328,1988,2016-05-02,1969,1.429999948,1.429999948,0,1969,,,,,1345,95,0,0,0,1.429999948,0,0
8253242879,1632,2016-04-15,2672,1.769999981,1.769999981,0,2672,,,,,1335,105,0,0,0,1.75999999,0,0
8253242879,1763,2016-04-19,4212,2.779999971,2.779999971,0,4212,,,,,1276,164,0,0,0,2.779999971,0,0
8253242879,1651,2016-04-22,2824,1.870000005,1.870000005,0,2824,,,,,1320,120,0,0,0,1.870000005,0,0
8378563200,2572,2016-04-17,2132,1.690000057,1.690000057,0,2132,00:00:00,2,525,591,599,93,0,0,0,1.690000057,0,0
8378563200,2741,2016-04-24,3703,2.940000057,2.940000057,0,3703,12:00:00 a. m.,1,458,492,734,135,0,0,0,2.940000057,0,0
8378563200,2660,2016-04-30,2946,2.339999914,2.339999914,0,2946,00:00:00,1,468,555,780,121,0,0,0,2.339999914,0,0
8378563200,2799,2016-05-07,4468,3.539999962,3.539999962,0,4468,00:00:00,2,459,513,851,158,0,0,0,3.539999962,0,0
8378563200,2685,2016-05-08,2943,2.329999924,2.329999924,0,2943,12:00:00 a. m.,1,545,606,621,139,0,0,0,2.329999924,0,0
8583815059,2443,2016-04-14,3135,2.450000048,2.450000048,0,3135,,,,,1306,134,0,0,0,2.430000067,0,0
8583815059,2693,2016-04-16,5319,4.150000095,4.150000095,0,5319,,,,,1440,0,0,0,0,0,0,0
8583815059,2439,2016-04-17,3008,2.349999905,2.349999905,0,3008,,,,,1440,0,0,0,0,0,0,0
8583815059,2894,2016-05-02,8469,6.610000134,6.610000134,0,8469,,,,,1440,0,0,0,0,0,0,0
8583815059,3212,2016-05-03,12015,9.369999886,9.369999886,0,12015,,,,,1440,0,0,0,0,0,0,0
8583815059,2516,2016-05-04,3588,2.799999952,2.799999952,0,3588,,,,,1440,0,0,0,0,0,0,0
8583815059,3266,2016-05-05,12427,9.68999958,9.68999958,0,12427,,,,,1370,70,0,0,0,1.179999948,0,0
8583815059,2810,2016-05-07,6117,4.769999981,4.769999981,0,6117,,,,,1190,250,0,0,0,4.769999981,0,0
8792009665,2044,2016-04-12,2564,1.639999986,1.639999986,0,2564,00:00:00,1,458,493,831,116,0,0,0,1.639999986,0,0
8792009665,1934,2016-04-13,1320,0.839999974,0.839999974,0,1320,12:00:00 a. m.,1,531,552,806,82,0,0,0,0.839999974,0,0
8792009665,1963,2016-04-14,1219,0.779999971,0.779999971,0,1219,00:00:00,1,486,503,853,84,0,0,0,0.779999971,0,0
8792009665,2009,2016-04-15,2483,1.590000033,1.590000033,0,2483,00:00:00,1,363,377,937,126,0,0,0,1.590000033,0,0
8792009665,1721,2016-04-16,244,0.159999996,0.159999996,0,244,,,,,1428,12,0,0,0,0.159999996,0,0
8792009665,1720,2016-04-21,144,0.090000004,0.090000004,0,144,,,,,1431,9,0,0,0,0.090000004,0,0
8792009665,1928,2016-04-26,1321,0.850000024,0.850000024,0,1321,,,,,1360,80,0,0,0,0.850000024,0,0
8792009665,2067,2016-04-27,1758,1.129999995,1.129999995,0,1758,12:00:00 a. m.,1,423,428,900,112,0,0,0,1.129999995,0,0
8792009665,2780,2016-04-28,6157,3.940000057,3.940000057,0,6157,00:00:00,1,402,416,714,310,0,0,0,3.940000057,0,0
8792009665,1962,2016-05-01,1619,1.039999962,1.039999962,0,1619,00:00:00,1,503,527,834,79,0,0,0,1.039999962,0,0
8792009665,2015,2016-05-02,1831,1.169999957,1.169999957,0,1831,00:00:00,1,415,423,916,101,0,0,0,1.169999957,0,0
8792009665,2297,2016-05-03,2421,1.549999952,1.549999952,0,2421,12:00:00 a. m.,1,516,545,739,156,0,0,0,1.549999952,0,0
8792009665,2067,2016-05-04,2283,1.460000038,1.460000038,0,2283,00:00:00,1,439,463,848,129,0,0,0,1.460000038,0,0
8877689391,2189,2016-05-02,4790,3.640000105,3.640000105,0,4790,,,,,1335,105,0,0,0,3.559999943,0,0
1927972279,2411,2016-05-01,2704,1.870000005,1.870000005,0,2704,,,,,1355,70,1,14,0,0.829999983,0.029999999,1.00999999
2873212765,2148,2016-04-16,9685,6.650000095,6.650000095,0,9685,,,,,1087,305,1,47,0.01,3.50999999,0.02,3.109999895
2873212765,1898,2016-04-24,6873,4.679999828,4.679999828,0,6873,,,,,1203,190,1,46,0,1.620000005,0.059999999,3
4445114986,2291,2016-04-26,6326,4.409999847,4.409999847,0,6326,00:00:00,2,353,391,839,180,1,29,0,1.960000038,0.039999999,2.410000086
4445114986,2361,2016-04-27,7243,5.03000021,5.03000021,0,7243,00:00:00,1,332,374,839,194,1,32,0,2.380000114,0.029999999,2.619999886
8053475328,2408,2016-04-30,7135,5.590000153,5.590000153,0,7135,,,,,1281,131,1,27,0,2.539999962,0.059999999,2.99000001
8877689391,3934,2016-04-15,13422,7.170000076,7.170000076,0,13422,,,,,1052,281,1,106,0.01,7.010000229,0.050000001,0.050000001
8877689391,3455,2016-04-24,16674,15.73999977,15.73999977,0,16674,,,,,1148,227,1,64,0,4.690000057,0.01,11.01000023
8877689391,1849,2016-05-12,8064,6.119999886,6.119999886,0,8064,,,,,770,137,1,23,0,4.25,0.039999999,1.820000052
2022484408,1995,2016-05-07,6708,4.710000038,4.710000038,0,6708,,,,,1269,149,2,20,0,3.019999981,0.079999998,1.610000014
3372868164,1964,2016-04-17,8199,5.880000114,5.880000114,0,8199,,,,,1105,322,2,11,0.01,4.360000134,0.100000001,1.409999967
3372868164,1995,2016-04-23,7396,5.070000172,5.070000172,0,7396,,,,,1115,303,2,20,0,3.579999924,0.079999998,1.399999976
3372868164,2057,2016-04-26,8283,5.789999962,5.789999962,0,8283,,,,,1083,333,2,22,0.01,3.869999886,0.050000001,1.850000024
4445114986,2421,2016-05-03,7502,5.179999828,5.179999828,0,7502,00:00:00,2,417,450,725,233,2,30,0,2.579999924,0.109999999,2.480000019
8253242879,2044,2016-04-12,9033,7.159999847,7.159999847,0,9033,,,,,1244,154,2,40,0,1.590000033,0.140000001,5.429999828
8583815059,2596,2016-05-01,4512,3.519999981,3.519999981,0,4512,,,,,1311,117,2,10,0,2.039999962,0.119999997,0.779999971
8877689391,3427,2016-04-22,18258,16.30999947,16.30999947,0,18258,,,,,1141,236,2,61,0.050000001,5.96999979,0.029999999,10.22999954
2022484408,2312,2016-04-14,10690,7.5,7.5,0,10690,,,,,1148,257,3,32,0,4.820000172,0.209999993,2.480000019
2022484408,2770,2016-04-18,14131,10.06999969,10.06999969,0,14131,,,,,1078,311,3,48,0,6.300000191,0.119999997,3.640000105
3372868164,1867,2016-04-20,4880,3.329999924,3.329999924,0,4880,,,,,1148,274,3,15,0.02,2.380000114,0.090000004,0.839999974
6290855005,2771,2016-04-25,7802,5.900000095,5.900000095,0,7802,,,,,1180,249,3,8,0.01,5.03000021,0.180000007,0.680000007
8053475328,2655,2016-04-22,10520,8.289999962,8.289999962,0,10520,,,,,1260,117,3,60,0,1.879999995,0.150000006,6.260000229
8378563200,3783,2016-05-05,8567,6.789999962,6.789999962,2.253081083,8567,12:00:00 a. m.,1,381,417,764,214,3,66,0,5.739999771,0.159999996,0.889999986
8877689391,2860,2016-04-26,11101,8.430000305,8.430000305,0,11101,,,,,1157,258,3,22,0,6.5,0.129999995,1.75999999
8877689391,2817,2016-05-03,10818,8.210000038,8.210000038,0,10818,,,,,1189,229,3,19,0.01,6.670000076,0.100000001,1.389999986
1644430081,2750,2016-04-15,5263,3.829999924,3.829999924,0,5263,,,,,1263,170,4,3,0,3.450000048,0.150000006,0.219999999
3372868164,1946,2016-04-30,5250,3.579999924,3.579999924,0,5250,,,,,1119,300,4,17,0.01,2.420000076,0.090000004,1.059999943
4388161847,3147,2016-05-02,10096,8.399999619,8.399999619,0,10096,00:00:00,2,368,376,935,204,4,33,0,4.550000191,0.079999998,3.769999981
4445114986,2336,2016-05-02,6910,4.75,4.75,0,6910,00:00:00,1,502,542,667,200,4,27,0,2.349999905,0.189999998,2.210000038
4445114986,2123,2016-05-07,5183,3.589999914,3.589999914,0,5183,12:00:00 a. m.,2,401,436,866,108,4,26,0,1.25,0.189999998,2.130000114
6962181067,2174,2016-04-20,13928,9.550000191,9.550000191,0,13928,00:00:00,1,418,424,639,297,4,48,0,5.090000153,0.189999998,4.28000021
7086361926,1199,2016-05-12,3789,2.559999943,2.559999943,0,3789,00:00:00,1,444,457,343,58,4,5,0,1.889999986,0.270000011,0.379999995
8253242879,1976,2016-04-24,8905,7.130000114,7.130000114,0,8905,,,,,1313,82,4,41,0,1.340000033,0.189999998,5.599999905
8378563200,3061,2016-04-27,7359,5.840000153,5.840000153,0,7359,00:00:00,1,531,600,676,192,4,4,0,5.329999924,0.180000007,0.330000013
8378563200,3491,2016-05-02,6064,4.809999943,4.809999943,2.092147112,6064,12:00:00 a. m.,1,351,385,802,142,4,63,0,4.010000229,0.170000002,0.629999995
8583815059,2947,2016-05-09,9877,7.699999809,7.699999809,0,9877,,,,,1260,110,4,66,0,1.730000019,0.170000002,5.760000229
8877689391,4398,2016-04-30,27745,26.71999931,26.71999931,0,27745,,,,,1089,223,4,124,0,4.929999828,0.079999998,21.65999985
8877689391,2847,2016-05-08,10686,8.109999657,8.109999657,0,10686,,,,,1174,245,4,17,0,6.800000191,0.200000003,1.080000043
1503960366,1788,2016-04-24,10039,6.409999847,6.409999847,0,10039,12:00:00 a. m.,1,430,449,709,238,5,39,0,3.279999971,0.209999993,2.920000076
2022484408,2601,2016-04-13,12024,8.5,8.5,0,12024,,,,,1100,292,5,43,0,5.409999847,0.100000001,2.99000001
2320127002,1654,2016-04-25,3588,2.420000076,2.420000076,0,3588,,,,,1280,152,5,3,0,1.99000001,0.200000003,0.230000004
2873212765,2094,2016-04-20,9202,6.300000191,6.300000191,0,9202,,,,,1035,378,5,22,0.01,4.659999847,0.119999997,1.50999999
2873212765,2021,2016-04-23,9317,6.349999905,6.349999905,0,9317,,,,,1077,330,5,28,0.01,4.019999981,0.230000004,2.089999914
2873212765,1882,2016-04-26,8242,5.539999962,5.539999962,0,8242,,,,,1124,309,5,2,0,5.239999771,0.180000007,0.119999997
2873212765,1910,2016-05-06,7063,4.75,4.75,0,7063,,,,,1065,370,5,0,0.01,4.610000134,0.119999997,0
4020332650,2785,2016-05-09,4556,3.269999981,3.269999981,0,4556,,,,,1225,173,5,3,0,2.940000057,0.119999997,0.200000003
4319703577,1880,2016-04-24,4081,2.74000001,2.74000001,0,4081,12:00:00 a. m.,1,467,501,692,191,5,1,0,2.470000029,0.200000003,0.059999999
4388161847,3306,2016-04-23,13236,10.18000031,10.18000031,0,13236,00:00:00,1,478,501,749,215,5,58,0,5.349999905,0.319999993,4.5
4558609924,2085,2016-04-23,6890,4.550000191,4.550000191,0,6890,,,,,1122,308,5,5,0,4.010000229,0.200000003,0.340000004
4702921684,3006,2016-05-05,8614,6.989999771,6.989999771,0,8614,00:00:00,1,414,428,745,241,5,8,0,6.090000153,0.219999999,0.670000017
6775888955,1032,2016-05-07,1967,1.409999967,1.409999967,0,1967,,,,,551,49,5,2,0,1.049999952,0.239999995,0.129999995
8053475328,3411,2016-04-14,20159,15.97000027,15.97000027,0,20159,,,,,1123,193,5,119,0,3.359999895,0.209999993,12.34000015
8053475328,3043,2016-04-20,15108,12.18999958,12.18999958,0,15108,12:00:00 a. m.,1,486,493,695,158,5,89,0,2.380000114,0.230000004,9.579999924
8053475328,2846,2016-04-26,12685,9.619999886,9.619999886,0,12685,,,,,1182,185,5,68,0,3.099999905,0.200000003,6.309999943
8253242879,2112,2016-04-17,10204,7.909999847,7.909999847,0,10204,,,,,1237,157,5,41,0,2.329999924,0.150000006,5.429999828
8253242879,2008,2016-04-27,10232,8.180000305,8.180000305,0,10232,,,,,1286,104,5,45,0,1.700000048,0.230000004,6.239999771
8378563200,3644,2016-05-06,7045,5.590000153,5.590000153,2.092147112,7045,00:00:00,1,323,355,831,166,5,74,0,3.779999971,0.25,1.549999952
8583815059,3142,2016-04-27,12474,9.729999542,9.729999542,0,12474,,,,,1229,129,5,77,0,2.869999886,0.270000011,6.599999905
8877689391,2761,2016-04-18,11423,8.670000076,8.670000076,0,11423,,,,,1215,191,5,29,0,5.940000057,0.270000011,2.440000057
8877689391,2698,2016-04-29,9733,7.389999866,7.389999866,0,9733,,,,,1207,210,5,18,0,5.789999962,0.170000002,1.379999995
1503960366,1896,2016-05-06,12159,8.029999733,8.029999733,0,12159,00:00:00,1,334,367,754,289,6,24,0,5.809999943,0.25,1.970000029
1624580081,1497,2016-05-02,7155,4.929999828,4.929999828,0,7155,,,,,1261,166,6,7,0,3.470000029,0.589999974,0.860000014
1644430081,3328,2016-05-06,9787,7.119999886,7.119999886,0,9787,,,,,1054,369,6,11,0.02,6.010000229,0.270000011,0.819999993
1644430081,3008,2016-05-09,6643,4.829999924,4.829999924,0,6643,,,,,1099,303,6,32,0.01,2.089999914,0.349999994,2.390000105
1927972279,2324,2016-04-24,2090,1.450000048,1.450000048,0,2090,,,,,1358,75,6,1,0,1.139999986,0.239999995,0.07
2320127002,1613,2016-05-02,3634,2.450000048,2.450000048,0,3634,,,,,1306,123,6,5,0,1.879999995,0.209999993,0.360000014
2873212765,1890,2016-04-18,7762,5.239999771,5.239999771,0,7762,,,,,1122,311,6,1,0,4.889999866,0.280000001,0.07
2873212765,1906,2016-05-03,7412,4.980000019,4.980000019,0,7412,,,,,1070,363,6,1,0.01,4.659999847,0.25,0.059999999
4057192912,1527,2016-04-15,3984,2.950000048,2.950000048,0,3984,,,,,873,88,6,3,0,2.440000057,0.25999999,0.209999993
4445114986,2248,2016-04-18,6155,4.239999771,4.239999771,0,6155,,,,,1247,162,6,25,0,1.950000048,0.289999992,2
4445114986,2120,2016-05-05,3800,2.549999952,2.549999952,0,3800,00:00:00,2,462,513,734,185,6,2,0,2.180000067,0.239999995,0.119999997
